,Character,Traditional,HSK,FrequencyRank,Pinyin 1,Pinyin 2,Definition,Hanzi,Zein.se definition,Example words,Formatted Words
523,致,致 緻  ,5.0,524,zhì, zhuì,"send, deliver, present; cause",致," [zhì] send, convey; 一致 yízhì identical, (F�@) 细致 xìzhì carefu<BR><BR>rank = 698
",一致细致,一<span class=examplehanzi>致</span>细<span class=examplehanzi>致</span>
524,陈,陳   ,6.0,525,chén, zhèn,"exhibit, display; plead; a surname",陈," [chén] display, explain, stale, (dynasty 557-589<BR><BR>rank = 548
",,
525,律,,4.0,526,lǜ,,"statute, principle, regulation",律," [lǜ] 法律 fǎlǜ law; 律师 lǜshū lawyer; 纪律 jìlǜ discipline; 旋律 xuánlǜ tune, melod<BR><BR>rank = 782
",法律; 律师; 纪律; 旋律,法<span class=examplehanzi>律</span>; <span class=examplehanzi>律</span>师; 纪<span class=examplehanzi>律</span>; 旋<span class=examplehanzi>律</span>
526,足,,2.0,527,zú, jù,"foot; attain, satisfy, enough",足," [zú] foot, (=足够 zúgòu) enough; 满足 mǎnzú satisf<BR><BR>rank = 509
",足够; 满足,<span class=examplehanzi>足</span>够; 满<span class=examplehanzi>足</span>
527,态,態   ,4.0,528,tài,,"manner, bearing, attitude",态," [tài] form; 态度 tàidu manner; 状态 zhuàngtài stat<BR><BR>rank = 683
",态度; 状态,<span class=examplehanzi>态</span>度; 状<span class=examplehanzi>态</span>
528,护,護   ,3.0,529,hù,,"protect, guard, defend, shelter",护," [hù] (=保护 bǎohù) guard, protect; 护士 hùshi nurs<BR><BR>rank = 643
",保护; 护士,保<span class=examplehanzi>护</span>; <span class=examplehanzi>护</span>士
529,七,,1.0,530,qī,,seven,七," [qī] seven; 七月 qīyuè Jul<BR><BR>rank = 355
",七月,<span class=examplehanzi>七</span>月
530,兴,興   ,1.0,531,xīng, xìng,"thrive, prosper, flourish",兴," [xìng] 高兴 gāoxìng glad<BR>[xīng] 兴奋 xīngfèn excited<BR>{Compare with 六 liù six<BR><BR>rank = 518
",高兴; 兴奋,高<span class=examplehanzi>兴</span>; <span class=examplehanzi>兴</span>奋
531,派,,5.0,532,pài," mài, bài, pā","school of thought, sect, branch",派," [pài] faction, send; 党派 dǎngpài political parties<BR>[pā] 派司 pāsi passport, identificatio<BR><BR>rank = 382
",党派; 派司,党<span class=examplehanzi>派</span>; <span class=examplehanzi>派</span>司
532,孩,,2.0,533,hái,,"baby, child; children",孩," [hái] (=孩子 háizi, =小孩儿 xiǎoháir) child; 女孩儿 nǚháir gir<BR><BR>rank = 417
",孩子小孩儿; 女孩儿,<span class=examplehanzi>孩</span>子小<span class=examplehanzi>孩</span>儿; 女<span class=examplehanzi>孩</span>儿
533,验,驗   ,4.0,534,yàn,,"test, examine, inspect; verify",验," [yàn] (=经验 jīngyàn) experienc<BR><BR>rank = 736
",经验,经<span class=examplehanzi>验</span>
534,责,責   ,4.0,535,zé, zhài,"one's responsibility, duty",责," [zé] duty; 责任 zérèn responsibilit<BR><BR>rank = 647
",责任,<span class=examplehanzi>责</span>任
535,营,營   ,5.0,536,yíng,,"encampment, barracks; manage",营," [yíng] camp; 营火 campfire; 营业 do busines<BR><BR>rank = 737
",营火; 营业,<span class=examplehanzi>营</span>火; <span class=examplehanzi>营</span>业
536,星,,1.0,537,xīng,,"a star, planet; any point of light",星," [xīng] star; 火星 huǒxīng Mars; 星期 xīngqī wee<BR><BR>rank = 546
",火星; 星期,火<span class=examplehanzi>星</span>; <span class=examplehanzi>星</span>期
537,够,夠   ,4.0,538,gòu,,"enough, adequate",够," [gòu] enough; 能够 nénggòu be capable o<BR><BR>rank = 714
",能够,能<span class=examplehanzi>够</span>
538,章,,4.0,539,zhāng, zhàng,"composition; chapter, section",章," [zhāng] chapter, seal, stamp, medal, badge, rule<BR><BR>rank = 661
",,
539,音,,3.0,540,yīn, yìn,"sound, tone, pitch, pronunciation",音," [yīn] (=声音 shēngyīn) sound; 音乐 yīnyuè musi<BR><BR>rank = 426
",声音; 音乐,声<span class=examplehanzi>音</span>; <span class=examplehanzi>音</span>乐
540,跟,,3.0,541,gēn,,"heel; to follow, accompany; with",跟," [gēn] heel, follow, with, an<BR><BR>rank = 327
",,
541,志,志 誌  ,4.0,542,zhì,,"purpose, will, determination; annals",志," [zhì] (=意志 yìzhì) will, (=标志 biāozhì) mark; 同志 tóngzhì comrade, (F�I) 杂志 zázhì magazin<BR><BR>rank = 449
",意志标志; 同志杂志,意<span class=examplehanzi>志</span>标<span class=examplehanzi>志</span>; 同<span class=examplehanzi>志</span>杂<span class=examplehanzi>志</span>
542,底,,4.0,543,dǐ, de,"bottom, underneath, underside",底," [dǐ] bottom; 彻底 chèdǐ thorough; 到底 dàodǐ after al<BR><BR>rank = 557
",彻底; 到底,彻<span class=examplehanzi>底</span>; 到<span class=examplehanzi>底</span>
543,站,,1.0,544,zhàn, zhān,"stand up; a stand, station",站," [zhàn] stand; 火车站 huǒchēzhàn train statio<BR><BR>rank = 418
",火车站,火车<span class=examplehanzi>站</span>
544,严,嚴   ,4.0,545,yán,,"strict, rigorous, rigid; stern",严," [yán] severe, ster<BR><BR>rank = 600
",,
545,巴,,5.0,546,bā,,"greatly desire, anxiously hope",巴," [bā] 尾巴 wěiba tail; 嘴巴 zuǐbā mouth; 巴西 Bāxī Brazil<BR>[bà] 嘴巴子 zuǐbàzi mouth, a slap in the fac<BR><BR>rank = 697
",尾巴; 嘴巴; 巴西; 嘴巴子,尾<span class=examplehanzi>巴</span>; 嘴<span class=examplehanzi>巴</span>; <span class=examplehanzi>巴</span>西; 嘴<span class=examplehanzi>巴</span>子
546,例,,4.0,547,lì,,"precedent, example; regulation",例," [lì] (=例子 lìzi) example; 例如 lìrú for instanc<BR><BR>rank = 893
",例子; 例如,<span class=examplehanzi>例</span>子; <span class=examplehanzi>例</span>如
547,防,,5.0,548,fáng,,defend; prevent; embankment,防," [fáng] embankment, guard, protect, anti<BR><BR>rank = 891
",,
548,族,,4.0,549,zú," zòu, còu","a family clan, ethnic group, tribe",族," [zú] (=民族 mínzú) people, nationality, (=种族 zhǒngzú) rac<BR><BR>rank = 602
",民族种族,民<span class=examplehanzi>族</span>种<span class=examplehanzi>族</span>
549,供,,4.0,550,gōng, gòng,"supply, provide for; offer in worship",供," [gōng] supply<BR>[gòng] confes<BR><BR>rank = 646
",,
550,效,傚 效 効 ,4.0,551,xiào,,"result, effect; effectiveness",效," [xiào] (=效果 xiàoguǒ) effect, result; 有效 yǒuxiào effectiv<BR><BR>rank = 877
",效果; 有效,<span class=examplehanzi>效</span>果; 有<span class=examplehanzi>效</span>
551,续,續   ,4.0,552,xù,,"continue, carry on; succeed",续," [xù] (=继续 jìxù) continue; 连续 liánxù continuou<BR><BR>rank = 638
",继续; 连续,继<span class=examplehanzi>续</span>; 连<span class=examplehanzi>续</span>
552,施,,5.0,553,shī," shǐ, yí, yì","grant, bestow; give; act; name",施," [shī] carry out; 措施 cuòshī to measure, step; 施工 constructio<BR><BR>rank = 764
",措施; 施工,措<span class=examplehanzi>施</span>; <span class=examplehanzi>施</span>工
553,留,,4.0,554,liú," liǔ, liù","stop, halt; stay, detain, keep",留," [liú] remain, stay, (=保留 bǎoliú) keep, reserve; 留学 liúxé to study abroad; 遗留 yíliú hand down; 拘留 jūliú arres<BR><BR>rank = 343
",保留; 留学; 遗留; 拘留,保<span class=examplehanzi>留</span>; <span class=examplehanzi>留</span>学; 遗<span class=examplehanzi>留</span>; 拘<span class=examplehanzi>留</span>
554,讲,講   ,3.0,555,jiǎng,,explain; discuss; talk,讲," [jiǎng] speak, explain, discuss, stres<BR><BR>rank = 476
",,
555,型,,5.0,556,xíng,,"pattern, model, type; law; mold",型," [xíng] mould, type; 典型 diǎnxíng typica<BR><BR>rank = 790
",典型,典<span class=examplehanzi>型</span>
556,料,,4.0,557,liào, liáo,"consider, conjecture; materials, ingredients",料," [liào] (=材料 cáiliào) material, expect, anticipate; 资料 zīliào means, data, materia<BR><BR>rank = 584
",材料; 资料,材<span class=examplehanzi>料</span>; 资<span class=examplehanzi>料</span>
557,终,終   ,3.0,558,zhōng,,"end; finally, in the end",终," [zhōng] end; 终于 zhōngyú finally; 始终 shǐzhōng all along; 终身 zhōngshēn life-lon<BR><BR>rank = 489
",终于; 始终; 终身,<span class=examplehanzi>终</span>于; 始<span class=examplehanzi>终</span>; <span class=examplehanzi>终</span>身
558,答,,2.0,559,dá, dā,"answer, reply; return; assent to",答," [dá] (=回答 huídá) answer<BR>[dā] 答应 dāying respond, promis<BR><BR>rank = 623
",回答; 答应,回<span class=examplehanzi>答</span>; <span class=examplehanzi>答</span>应
559,紧,緊   ,4.0,560,jǐn,,"tense, tight, taut; firm, secure",紧," [jǐn] tight; 紧张 jǐnzhāng tense; 要紧 yàojǐn importan<BR><BR>rank = 575
",紧张; 要紧,<span class=examplehanzi>紧</span>张; 要<span class=examplehanzi>紧</span>
560,黄,黃   ,3.0,561,huáng,,yellow; surname,黄," [huáng] (=黄色 huángsè) yello<BR><BR>rank = 392
",黄色,<span class=examplehanzi>黄</span>色
561,绝,絕   ,4.0,562,jué,,"to cut, sever, break off, terminate",绝," [jué] cut off, absolut<BR><BR>rank = 531
",,
562,奇,,3.0,563,qí, jī,"strange, unusual, uncanny, occult",奇," [qí] marvellous, (=希奇 xīqí) rare, strange<BR>[jī] odd (not even<BR><BR>rank = 580
",希奇,希<span class=examplehanzi>奇</span>
563,察,,4.0,564,chá,,"examine, investigate; notice",察," [chá] 观察 guānchá observe; 警察 jǐngchá polic<BR><BR>rank = 845
",观察; 警察,观<span class=examplehanzi>察</span>; 警<span class=examplehanzi>察</span>
564,母,,4.0,565,mǔ," mú, wǔ, wú",mother; female elders; female,母," [mǔ] (=母亲 mǔqin) mother; 父母 fùmǔ parents; 字母 zìmǔ letters of an alpabe<BR><BR>rank = 481
",母亲; 父母; 字母,<span class=examplehanzi>母</span>亲; 父<span class=examplehanzi>母</span>; 字<span class=examplehanzi>母</span>
565,京,,1.0,566,jīng,,capital city,京," [jīng] capital city, (=北京 Běijīng) short for Beijing; 南京 Nánjīng; 东京 Dōngjīng Tokyo (or other eastern capital in previous dynasties!<BR><BR>rank = 262
",北京; 南京; 东京,北<span class=examplehanzi>京</span>; 南<span class=examplehanzi>京</span>; 东<span class=examplehanzi>京</span>
566,段,,3.0,567,duàn,,"section, piece, division",段," [duàn] section, paragraph; 手段 shǒuduàn method, means (to an end), strateg<BR><BR>rank = 488
",手段,手<span class=examplehanzi>段</span>
567,依,,5.0,568,yī, yǐ,"rely on, be set in; consent, obey a wish",依," [yī] (=依靠 yīkào) depend on, comply with, according to; 依然 yīrán stil<BR><BR>rank = 745
",依靠; 依然,<span class=examplehanzi>依</span>靠; <span class=examplehanzi>依</span>然
568,批,,4.0,569,pī,,"comment, criticize; wholesale",批," [pī] &LT;classifier for a batch/lot&GT;, comment, criticize, refute; 批评 pīpíng criticiz<BR><BR>rank = 572
",批评,<span class=examplehanzi>批</span>评
569,群,羣 群  ,4.0,570,qún,,"(same as U+7FA3 羣) group, crowd, multitude, mob",群," [qún] crowd, group; 群众 qúnzhòng The Masse<BR><BR>rank = 512
",群众,<span class=examplehanzi>群</span>众
570,项,項   ,5.0,571,xiàng,,"neck, nape of neck; sum; funds",项," [xiàng] (=项目 xiàngmù) ite<BR><BR>rank = 648
",项目,<span class=examplehanzi>项</span>目
571,故,,3.0,572,gù, gǔ,"ancient, old; reason, because",故," [gù] cause, therefore; 故事 gùshi story; 故意 gùyì on purpos<BR><BR>rank = 558
",故事; 故意,<span class=examplehanzi>故</span>事; <span class=examplehanzi>故</span>意
572,按,,4.0,573,àn,,"put hand on, press down with hand",按," [àn] press, (=按照 ànzhào) according to; 按摩 ànmó massag<BR><BR>rank = 747
",按照; 按摩,<span class=examplehanzi>按</span>照; <span class=examplehanzi>按</span>摩
573,河,,3.0,574,hé,,river; stream; yellow river,河," [hé] river; 河南省 Hénán shěng Henan Province; 运河 yùnhé cana<BR><BR>rank = 597
",河南省; 运河,<span class=examplehanzi>河</span>南省; 运<span class=examplehanzi>河</span>
574,米,,1.0,575,mǐ,,hulled or husked uncooked rice,米," [mǐ] (=米饭 mǐfàn) rice, meter; 玉米 yùmǐ cor<BR><BR>rank = 716
",米饭; 玉米,<span class=examplehanzi>米</span>饭; 玉<span class=examplehanzi>米</span>
575,围,圍   ,4.0,576,wéi,,"surround, encircle, corral",围," [wéi] surround; 围棋 wéiqí Japanese 'go<BR><BR>rank = 704
",围棋,<span class=examplehanzi>围</span>棋
576,江,,4.0,577,jiāng,,large river; yangzi; surname,江," [jiāng] river; 长江 Cháng Jiāng Yangtze River; 江山 jiāngshān landscap<BR><BR>rank = 378
",长江; 江山,长<span class=examplehanzi>江</span>; <span class=examplehanzi>江</span>山
577,织,織   ,4.0,578,zhī, zhì,"weave, knit; organize, unite",织," [zhī] weave, knit; 组织 zǔshī organize; 纺织 fǎngzhī spin and weav<BR><BR>rank = 777
",组织; 纺织,组<span class=examplehanzi>织</span>; 纺<span class=examplehanzi>织</span>
578,害,,3.0,579,hài, hé,"injure, harm; destroy, kill",害," [hài] harmful; 害虫 hàichóng destructive insect; 厉害 lìhai fierc<BR><BR>rank = 581
",害虫; 厉害,<span class=examplehanzi>害</span>虫; 厉<span class=examplehanzi>害</span>
579,斗,斗 鬥  ,5.0,580,dǒu, dòu,Chinese peck; liquid measure,斗," [dǒu] 10 liters; 烟斗 yāndǒu tobacco/opium pipe; 北斗星 Běidǒuxīng The Big Dipper, The Plow<BR>[dòu] (F�Y) figh<BR><BR>rank = 612
",烟斗; 北斗星,烟<span class=examplehanzi>斗</span>; 北<span class=examplehanzi>斗</span>星
580,双,雙   ,3.0,581,shuāng,,"set of two, pair, couple; both",双," [shuāng] pair, twin, double; 双方 shuāngfāng both side<BR><BR>rank = 405
",双方,<span class=examplehanzi>双</span>方
581,境,,3.0,582,jìng,,"boundary, frontier; area, region",境," [jìng] border, territory; 环境 huánjìng environmen<BR><BR>rank = 626
",环境,环<span class=examplehanzi>境</span>
582,客,,1.0,583,kè,,"guest, traveller; customer",客," [kè] (=客人 kèrén) guest; 客观 kèguān objective; 客气 kèqi polit<BR><BR>rank = 503
",客人; 客观; 客气,<span class=examplehanzi>客</span>人; <span class=examplehanzi>客</span>观; <span class=examplehanzi>客</span>气
583,纪,紀   ,4.0,584,jì, jǐ,"record, annal, historical account",纪," [jì] 世纪 shìjì century; 纪念 jìniàn memento; 纪律 jìlǜ discipline<BR>[Jǐ] &LT;family name&GT<BR><BR>rank = 613
",世纪; 纪念; 纪律,世<span class=examplehanzi>纪</span>; <span class=examplehanzi>纪</span>念; <span class=examplehanzi>纪</span>律
584,采,採 采  ,5.0,585,cǎi, cài,"collect, gather; pick, pluck",采," [cǎi] pick, gather (F��)<BR>[cài] (F��) 采地 càidì fie<BR><BR>rank = 711
",采地,<span class=examplehanzi>采</span>地
585,举,舉   ,3.0,586,jǔ,,"raise, lift up; recommend",举," [jǔ] raise; 举行 jǔxíng hold (a meeting); 选举 xuǎnjǔ election; 举例 jǔlì give an exampl<BR><BR>rank = 502
",举行; 选举; 举例,<span class=examplehanzi>举</span>行; 选<span class=examplehanzi>举</span>; <span class=examplehanzi>举</span>例
586,杀,殺   ,5.0,587,shā," sà, shài, shè","kill, slaughter, murder; hurt",杀," [shā] kill, fight, weaken, reduce, burn (of medicine<BR><BR>rank = 478
",,
587,攻,,6.0,588,gōng,,"attack, assault; criticize",攻," [gōng] (=进攻 jìngōng, =攻击 gōngjī) attack; 专攻 specialize in studyin<BR><BR>rank = 883
",进攻攻击; 专攻,进<span class=examplehanzi>攻</span><span class=examplehanzi>攻</span>击; 专<span class=examplehanzi>攻</span>
588,父,,4.0,589,fù, fǔ,father; KangXi radical 88,父," [fù] (=父亲 fùqin) father; 父母 fùmǔ parents<BR>[fǔ] old ma<BR><BR>rank = 358
",父亲; 父母,<span class=examplehanzi>父</span>亲; <span class=examplehanzi>父</span>母
589,苏,甦 蘇 囌 ,6.0,590,sū,,"revive, resurrect; a species of thyme; transliteration of 'Soviet'",苏," [sū] 苏醒 sūxǐng revive; 苏州 Sūzhōu; 苏联 Sūlián USS<BR><BR>rank = 616
",苏醒; 苏州; 苏联,<span class=examplehanzi>苏</span>醒; <span class=examplehanzi>苏</span>州; <span class=examplehanzi>苏</span>联
590,密,,4.0,591,mì,,"dense, thick, close; intimate",密," [mì] thick, dens<BR><BR>rank = 780
",,
591,低,,3.0,592,dī,,"low; to lower, hang, bend, bow",低," [dī] low; 降低 jiàngdī reduce; 低级 dījí elementary; 高低 gāodī heigh<BR><BR>rank = 593
",降低; 低级; 高低,降<span class=examplehanzi>低</span>; <span class=examplehanzi>低</span>级; 高<span class=examplehanzi>低</span>
592,朝,,5.0,593,zhāo," cháo, zhū",dynasty; morning,朝," [cháo] towards, dynasty; 朝鲜 Cháoxiān Korea<BR>[zhāo] (morning<BR><BR>rank = 636
",朝鲜,<span class=examplehanzi>朝</span>鲜
593,友,,1.0,594,yǒu,,"friend, companion; fraternity",友," [yǒu] (=朋友 péngyǒu) friend; 友好 yǒuhǎo friendship<BR>{Compare with 反 fǎn turn over<BR><BR>rank = 416
",朋友; 友好,朋<span class=examplehanzi>友</span>; <span class=examplehanzi>友</span>好
594,诉,訴   ,2.0,595,sù,,accuse; sue; inform; narrate,诉," [sù] 告诉 gàosu tell; 诉讼 sùsòng lawsui<BR><BR>rank = 682
",告诉; 诉讼,告<span class=examplehanzi>诉</span>; <span class=examplehanzi>诉</span>讼
595,止,,4.0,596,zhǐ,,"stop, halt, desist; detain",止," [zhǐ] (=停止 tíngzhǐ) sto<BR><BR>rank = 738
",停止,停<span class=examplehanzi>止</span>
596,细,細   ,4.0,597,xì,,"fine, tiny; slender, thin",细," [xì] thin; 仔细 zǐxì careful; 细胞 xìbāo cell; 详细 xiángxì detaile<BR><BR>rank = 681
",仔细; 细胞; 详细,仔<span class=examplehanzi>细</span>; <span class=examplehanzi>细</span>胞; 详<span class=examplehanzi>细</span>
597,愿,愿 願  ,3.0,598,yuàn,,"sincere, honest, virtuous",愿," [yuàn] wis<BR><BR>rank = 579
",,
598,千,韆 千  ,2.0,599,qiān,,"thousand; many, numerous; very; (Cant.) a cheater, swindler",千," [qiān] thousand<BR>{Compare with 干 gān stem and 于 yú at<BR><BR>rank = 410
",,
